trade_id,side,entry_time,exit_time,entry_price,exit_price,quantity,gross_pnl,fees,financing,net_pnl,return_pct,r_multiple,bars_held,exit_reason
1,1,2026-03-16 11:00:00+00:00,2026-03-17 10:00:00+00:00,73808.32608130034,73911.99227100941,0.07837958014162569,8.125312424278798,11.578256530841323,0.0,-3.4529441065625246,-0.0005968720736833502,-0.03452944106562525,24,signal
2,1,2026-03-20 09:00:00+00:00,2026-03-20 13:00:00+00:00,71066.1142840724,69970.74469288452,0.09332616664770482,-102.22664500802928,13.162429404352327,0.0,-115.3890744123816,-0.017397974584941592,-1.154289313772142,5,stop_loss
3,1,2026-03-23 13:00:00+00:00,2026-03-24 10:00:00+00:00,70775.56699800416,71292.35565198722,0.06573477367284479,33.97098520627089,9.338802741568404,0.0,24.632182464702485,0.005294492820433932,0.2492843704236621,22,signal
4,1,2026-03-25 11:00:00+00:00,2026-03-25 15:00:00+00:00,71526.34675586774,70544.28959506858,0.10339319629984087,-101.5380288041718,14.689137192675666,0.0,-116.22716599684746,-0.01571627586387076,-1.1733255406507712,5,stop_loss
5,1,2026-03-25 16:00:00+00:00,2026-03-26 03:00:00+00:00,70856.38879377283,70868.66644028053,0.09366429156324779,1.149977062208083,13.274576895259772,0.0,-12.12459983305169,-0.0018268981940796527,-0.12385230919492538,12,signal
6,1,2026-03-30 13:00:00+00:00,2026-03-30 17:00:00+00:00,67922.81195372563,67064.13187823417,0.11702728914580024,-100.48900147827648,15.797156106730657,0.0,-116.28615758500713,-0.01462935633466386,-1.1893315288738187,5,stop_loss
7,1,2026-04-01 05:00:00+00:00,2026-04-01 18:00:00+00:00,68327.39899464915,68243.18865273507,0.08650456381102753,-7.284578895654695,11.813979113852676,0.0,-19.09855800950737,-0.003231221044704932,-0.19768406018263887,14,signal
8,1,2026-04-06 00:00:00+00:00,2026-04-06 23:00:00+00:00,69056.38759337983,68787.00337123674,0.13839745483519733,-37.282090717361996,19.077174475355967,0.0,-56.35926519271796,-0.005897030344326007,-0.5845151567127588,24,signal
9,1,2026-04-07 22:00:00+00:00,2026-04-07 23:00:00+00:00,69950.50916928163,71984.52419217369,0.09318605284536799,189.5418314114913,13.226365519429645,0.0,176.31546589206167,0.02704883798560675,1.8393603865915629,2,take_profit
10,1,2026-04-08 00:00:00+00:00,2026-04-08 19:00:00+00:00,71947.27608436368,71075.35566022794,0.07378805396971005,-64.33731131342022,10.553361670059893,0.0,-74.8906729834801,-0.014106761383019282,-0.7671644864056636,20,signal
