time,symbol,weight_before,weight_after,turnover
2026-08-11 12:00:00+00:00,XRP/USDT,0.5,0.0,0.5
2026-08-11 22:00:00+00:00,ETH/USDT,0.5,0.0,0.5
2026-08-11 22:00:00+00:00,SOL/USDT,0.0,0.5,0.5
2026-08-12 08:00:00+00:00,ETH/USDT,0.0,0.5,0.5
2026-08-12 08:00:00+00:00,SOL/USDT,0.5,0.0,0.5
2026-08-12 18:00:00+00:00,ETH/USDT,0.5,0.0,0.5
2026-08-12 18:00:00+00:00,XRP/USDT,0.0,0.5,0.5
2026-08-13 04:00:00+00:00,SOL/USDT,0.0,0.5,0.5
2026-08-13 04:00:00+00:00,XRP/USDT,0.5,0.0,0.5
2026-08-13 14:00:00+00:00,ADA/USDT,0.0,0.5,0.5
2026-08-13 14:00:00+00:00,SOL/USDT,0.5,0.0,0.5
2026-08-14 00:00:00+00:00,ADA/USDT,0.5,0.0,0.5
2026-08-14 00:00:00+00:00,XRP/USDT,0.0,0.5,0.5
2026-08-14 10:00:00+00:00,BTC/USDT,0.5,0.0,0.5
2026-08-14 10:00:00+00:00,ETH/USDT,0.0,0.5,0.5
2026-08-14 20:00:00+00:00,BTC/USDT,0.0,0.5,0.5
2026-08-14 20:00:00+00:00,ETH/USDT,0.5,0.0,0.5
2026-08-15 06:00:00+00:00,SOL/USDT,0.0,0.5,0.5
2026-08-15 06:00:00+00:00,XRP/USDT,0.5,0.0,0.5
2026-08-15 16:00:00+00:00,ETH/USDT,0.0,0.5,0.5
2026-08-15 16:00:00+00:00,SOL/USDT,0.5,0.0,0.5
2026-08-16 02:00:00+00:00,ETH/USDT,0.5,0.0,0.5
2026-08-16 02:00:00+00:00,SOL/USDT,0.0,0.5,0.5
2026-08-16 12:00:00+00:00,ETH/USDT,0.0,0.5,0.5
2026-08-16 12:00:00+00:00,SOL/USDT,0.5,0.0,0.5
2026-08-16 22:00:00+00:00,ETH/USDT,0.5,0.0,0.5
2026-08-16 22:00:00+00:00,XRP/USDT,0.0,0.5,0.5
2026-08-17 18:00:00+00:00,ETH/USDT,0.0,0.5,0.5
2026-08-17 18:00:00+00:00,XRP/USDT,0.5,0.0,0.5
2026-08-18 14:00:00+00:00,ETH/USDT,0.5,0.0,0.5
2026-08-18 14:00:00+00:00,XRP/USDT,0.0,0.5,0.5
2026-08-19 00:00:00+00:00,BTC/USDT,0.5,0.0,0.5
2026-08-19 00:00:00+00:00,ETH/USDT,0.0,0.5,0.5
2026-08-19 10:00:00+00:00,BTC/USDT,0.0,0.5,0.5
2026-08-19 10:00:00+00:00,ETH/USDT,0.5,0.0,0.5
2026-08-19 10:00:00+00:00,SOL/USDT,0.0,0.5,0.5
2026-08-19 10:00:00+00:00,XRP/USDT,0.5,0.0,0.5
2026-08-19 20:00:00+00:00,ADA/USDT,0.0,0.5,0.5
2026-08-19 20:00:00+00:00,BTC/USDT,0.5,0.0,0.5
2026-08-20 06:00:00+00:00,BTC/USDT,0.0,0.5,0.5
2026-08-20 06:00:00+00:00,SOL/USDT,0.5,0.0,0.5
2026-08-20 16:00:00+00:00,ADA/USDT,0.5,0.0,0.5
2026-08-20 16:00:00+00:00,SOL/USDT,0.0,0.5,0.5
2026-08-21 02:00:00+00:00,ADA/USDT,0.0,0.5,0.5
2026-08-21 02:00:00+00:00,SOL/USDT,0.5,0.0,0.5
2026-08-21 12:00:00+00:00,ADA/USDT,0.5,0.0,0.5
2026-08-21 12:00:00+00:00,BTC/USDT,0.5,0.0,0.5
2026-08-21 12:00:00+00:00,ETH/USDT,0.0,0.5,0.5
2026-08-21 12:00:00+00:00,SOL/USDT,0.0,0.5,0.5
2026-08-22 08:00:00+00:00,BTC/USDT,0.0,0.5,0.5
2026-08-22 08:00:00+00:00,ETH/USDT,0.5,0.0,0.5
2026-08-22 18:00:00+00:00,ADA/USDT,0.0,0.5,0.5
2026-08-22 18:00:00+00:00,SOL/USDT,0.5,0.0,0.5
2026-08-23 04:00:00+00:00,ADA/USDT,0.5,0.0,0.5
2026-08-23 04:00:00+00:00,ETH/USDT,0.0,0.5,0.5
2026-08-24 00:00:00+00:00,ETH/USDT,0.5,0.0,0.5
2026-08-24 00:00:00+00:00,SOL/USDT,0.0,0.5,0.5
2026-08-24 10:00:00+00:00,ETH/USDT,0.0,0.5,0.5
2026-08-24 10:00:00+00:00,SOL/USDT,0.5,0.0,0.5
2026-08-24 20:00:00+00:00,ETH/USDT,0.5,0.0,0.5
2026-08-24 20:00:00+00:00,SOL/USDT,0.0,0.5,0.5
2026-08-25 06:00:00+00:00,ETH/USDT,0.0,0.5,0.5
2026-08-25 06:00:00+00:00,SOL/USDT,0.5,0.0,0.5
2026-08-26 22:00:00+00:00,BTC/USDT,0.5,0.0,0.5
2026-08-26 22:00:00+00:00,SOL/USDT,0.0,0.5,0.5
2026-08-27 08:00:00+00:00,BTC/USDT,0.0,0.5,0.5
2026-08-27 08:00:00+00:00,SOL/USDT,0.5,0.0,0.5
2026-08-27 18:00:00+00:00,ADA/USDT,0.0,0.5,0.5
2026-08-27 18:00:00+00:00,ETH/USDT,0.5,0.0,0.5
2026-08-28 04:00:00+00:00,ADA/USDT,0.5,0.0,0.5
