time,symbol,weight_before,weight_after,turnover
2026-08-28 04:00:00+00:00,ETH/USDT,0.0,0.5,0.5
2026-08-29 20:00:00+00:00,ETH/USDT,0.5,0.0,0.5
2026-08-29 20:00:00+00:00,SOL/USDT,0.0,0.5,0.5
2026-08-30 06:00:00+00:00,SOL/USDT,0.5,0.0,0.5
2026-08-30 06:00:00+00:00,XRP/USDT,0.0,0.5,0.5
2026-08-30 16:00:00+00:00,ETH/USDT,0.0,0.5,0.5
2026-08-30 16:00:00+00:00,XRP/USDT,0.5,0.0,0.5
2026-08-31 02:00:00+00:00,ETH/USDT,0.5,0.0,0.5
2026-08-31 02:00:00+00:00,SOL/USDT,0.0,0.5,0.5
2026-08-31 22:00:00+00:00,ADA/USDT,0.0,0.5,0.5
2026-08-31 22:00:00+00:00,SOL/USDT,0.5,0.0,0.5
2026-09-01 08:00:00+00:00,ADA/USDT,0.5,0.0,0.5
2026-09-01 08:00:00+00:00,ETH/USDT,0.0,0.5,0.5
2026-09-02 04:00:00+00:00,ADA/USDT,0.0,0.5,0.5
2026-09-02 04:00:00+00:00,ETH/USDT,0.5,0.0,0.5
2026-09-02 14:00:00+00:00,ADA/USDT,0.5,0.0,0.5
2026-09-02 14:00:00+00:00,ETH/USDT,0.0,0.5,0.5
2026-09-03 00:00:00+00:00,ADA/USDT,0.0,0.5,0.5
2026-09-03 00:00:00+00:00,BTC/USDT,0.5,0.0,0.5
2026-09-03 00:00:00+00:00,ETH/USDT,0.5,0.0,0.5
2026-09-03 00:00:00+00:00,SOL/USDT,0.0,0.5,0.5
2026-09-03 10:00:00+00:00,BTC/USDT,0.0,0.5,0.5
2026-09-03 10:00:00+00:00,SOL/USDT,0.5,0.0,0.5
2026-09-03 20:00:00+00:00,ADA/USDT,0.5,0.0,0.5
2026-09-03 20:00:00+00:00,ETH/USDT,0.0,0.5,0.5
2026-09-05 02:00:00+00:00,ETH/USDT,0.5,0.0,0.5
2026-09-05 02:00:00+00:00,SOL/USDT,0.0,0.5,0.5
2026-09-05 22:00:00+00:00,ETH/USDT,0.0,0.5,0.5
2026-09-05 22:00:00+00:00,SOL/USDT,0.5,0.0,0.5
2026-09-09 06:00:00+00:00,ETH/USDT,0.5,0.0,0.5
2026-09-09 06:00:00+00:00,SOL/USDT,0.0,0.5,0.5
2026-09-09 16:00:00+00:00,ETH/USDT,0.0,0.5,0.5
2026-09-09 16:00:00+00:00,SOL/USDT,0.5,0.0,0.5
2026-09-10 22:00:00+00:00,ETH/USDT,0.5,0.0,0.5
2026-09-10 22:00:00+00:00,XRP/USDT,0.0,0.5,0.5
2026-09-11 18:00:00+00:00,SOL/USDT,0.0,0.5,0.5
2026-09-11 18:00:00+00:00,XRP/USDT,0.5,0.0,0.5
